ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Forma_de_venda,Região
4064,2023-12-09,Curitiba,Notebook Dell,3500.0,5,Cliente_6493,17500.0,Presencial,Sul
4094,2024-06-10,Curitiba,Mouse Gamer,120.0,1,Cliente_7744,120.0,Presencial,Sul
4105,2023-04-09,Curitiba,"Monitor 27""",1200.0,2,Cliente_28286,2400.0,Presencial,Sul
4113,2024-07-23,Curitiba,Notebook HP,3200.0,1,Cliente_13096,3200.0,Presencial,Sul
4118,2023-05-31,Curitiba,Mouse Gamer,120.0,1,Cliente_25476,120.0,Presencial,Sul
4119,2024-03-01,Curitiba,Teclado Mecânico,250.0,1,Cliente_25599,250.0,Presencial,Sul
4122,2024-09-19,Curitiba,Mouse Gamer,120.0,1,Cliente_9964,120.0,Presencial,Sul
4123,2024-02-14,Curitiba,Cabo HDMI,40.0,2,Cliente_11739,80.0,Presencial,Sul
4138,2023-09-09,Curitiba,Notebook HP,3200.0,1,Cliente_27492,3200.0,Presencial,Sul
4152,2023-06-08,Curitiba,Teclado Mecânico,250.0,2,Cliente_4577,500.0,Presencial,Sul
4153,2024-10-21,Curitiba,Smartphone Samsung,2200.0,1,Cliente_5662,2200.0,Presencial,Sul
4163,2024-03-22,Curitiba,Notebook Dell,3500.0,1,Cliente_24369,3500.0,Presencial,Sul
4170,2023-10-25,Curitiba,Notebook HP,3200.0,1,Cliente_10297,3200.0,Presencial,Sul
4178,2023-11-19,Curitiba,Smartphone Samsung,2200.0,1,Cliente_614,2200.0,Presencial,Sul
4188,2024-08-04,Curitiba,Cabo HDMI,40.0,1,Cliente_16360,40.0,Presencial,Sul
4189,2024-05-10,Curitiba,Cabo HDMI,40.0,2,Cliente_7148,80.0,Presencial,Sul
4215,2023-12-13,Curitiba,Smartphone Samsung,2200.0,1,Cliente_25193,2200.0,Presencial,Sul
4221,2024-10-16,Curitiba,Notebook Dell,3500.0,1,Cliente_18699,3500.0,Presencial,Sul
4225,2023-06-01,Curitiba,Cabo HDMI,40.0,1,Cliente_2779,40.0,Presencial,Sul
4227,2023-10-22,Curitiba,"Monitor 27""",1200.0,1,Cliente_10340,1200.0,Presencial,Sul
4244,2023-05-19,Curitiba,Mouse Gamer,120.0,5,Cliente_5782,600.0,Presencial,Sul
4263,2024-01-12,Curitiba,Smartphone Samsung,2200.0,1,Cliente_20158,2200.0,Presencial,Sul
4266,2023-05-11,Curitiba,Smartphone Samsung,2200.0,1,Cliente_18077,2200.0,Presencial,Sul
4270,2023-02-18,Curitiba,iPhone 14,5500.0,1,Cliente_2278,5500.0,Presencial,Sul
4275,2023-05-25,Curitiba,"Monitor 27""",1200.0,1,Cliente_22424,1200.0,Presencial,Sul
4277,2024-12-28,Curitiba,"Monitor 27""",1200.0,1,Cliente_11301,1200.0,Presencial,Sul
4278,2024-02-02,Curitiba,iPhone 14,5500.0,1,Cliente_24482,5500.0,Presencial,Sul
4280,2024-12-14,Curitiba,Notebook Dell,3500.0,1,Cliente_10920,3500.0,Presencial,Sul
4285,2024-09-03,Curitiba,Smartphone Samsung,2200.0,2,Cliente_4480,4400.0,Presencial,Sul
4318,2024-01-07,Curitiba,Notebook HP,3200.0,2,Cliente_10611,6400.0,Presencial,Sul
4336,2023-04-08,Curitiba,"Monitor 27""",1200.0,1,Cliente_29642,1200.0,Presencial,Sul
4337,2023-10-07,Curitiba,Cabo HDMI,40.0,1,Cliente_23074,40.0,Presencial,Sul
4350,2024-05-08,Curitiba,Notebook Dell,3500.0,1,Cliente_28099,3500.0,Presencial,Sul
4355,2024-03-25,Curitiba,Mouse Gamer,120.0,1,Cliente_17303,120.0,Presencial,Sul
4358,2024-04-18,Curitiba,Notebook HP,3200.0,1,Cliente_20495,3200.0,Presencial,Sul
4359,2024-02-19,Curitiba,Notebook Dell,3500.0,1,Cliente_26531,3500.0,Presencial,Sul
4376,2023-01-06,Curitiba,Notebook Dell,3500.0,1,Cliente_4890,3500.0,Presencial,Sul
4377,2024-10-29,Curitiba,Smartphone Samsung,2200.0,2,Cliente_20813,4400.0,Presencial,Sul
4379,2023-04-28,Curitiba,"Monitor 27""",1200.0,2,Cliente_18183,2400.0,Presencial,Sul
4386,2023-03-30,Curitiba,Smartphone Samsung,2200.0,1,Cliente_14029,2200.0,Presencial,Sul
4390,2023-11-24,Curitiba,Notebook HP,3200.0,1,Cliente_3413,3200.0,Presencial,Sul
4393,2023-01-17,Curitiba,Teclado Mecânico,250.0,5,Cliente_15248,1250.0,Presencial,Sul
4398,2024-08-23,Curitiba,Teclado Mecânico,250.0,1,Cliente_14195,250.0,Presencial,Sul
4399,2023-02-09,Curitiba,Smartphone Samsung,2200.0,2,Cliente_29122,4400.0,Presencial,Sul
4409,2023-04-05,Curitiba,Cabo HDMI,40.0,1,Cliente_12207,40.0,Presencial,Sul
4422,2023-12-30,Curitiba,Smartphone Samsung,2200.0,1,Cliente_26873,2200.0,Presencial,Sul
4427,2023-02-16,Curitiba,Mouse Gamer,120.0,1,Cliente_7292,120.0,Presencial,Sul
4435,2024-04-17,Curitiba,iPhone 14,5500.0,1,Cliente_6902,5500.0,Presencial,Sul
4449,2024-06-15,Curitiba,Cabo HDMI,40.0,1,Cliente_2302,40.0,Presencial,Sul
4452,2024-11-14,Curitiba,iPhone 14,5500.0,1,Cliente_20864,5500.0,Presencial,Sul
4453,2024-08-11,Curitiba,Notebook Dell,3500.0,1,Cliente_28352,3500.0,Presencial,Sul
4468,2023-05-30,Curitiba,Notebook HP,3200.0,2,Cliente_25029,6400.0,Presencial,Sul
4469,2024-05-09,Curitiba,Notebook Dell,3500.0,2,Cliente_7720,7000.0,Presencial,Sul
4471,2023-07-22,Curitiba,Teclado Mecânico,250.0,1,Cliente_21917,250.0,Presencial,Sul
4495,2024-05-02,Curitiba,iPhone 14,5500.0,3,Cliente_11840,16500.0,Presencial,Sul
4501,2024-07-18,Curitiba,"Monitor 27""",1200.0,1,Cliente_22638,1200.0,Presencial,Sul
4508,2024-12-10,Curitiba,Notebook HP,3200.0,1,Cliente_27823,3200.0,Presencial,Sul
4512,2023-12-28,Curitiba,Cabo HDMI,40.0,1,Cliente_25691,40.0,Presencial,Sul
4523,2024-05-09,Curitiba,Notebook Dell,3500.0,2,Cliente_26077,7000.0,Presencial,Sul
4525,2023-02-18,Curitiba,Notebook HP,3200.0,1,Cliente_8546,3200.0,Presencial,Sul
4532,2024-10-28,Curitiba,Teclado Mecânico,250.0,1,Cliente_1628,250.0,Presencial,Sul
4537,2024-01-18,Curitiba,iPhone 14,5500.0,1,Cliente_13540,5500.0,Presencial,Sul
4543,2024-12-15,Curitiba,Teclado Mecânico,250.0,1,Cliente_21655,250.0,Presencial,Sul
4548,2023-12-07,Curitiba,iPhone 14,5500.0,1,Cliente_17325,5500.0,Presencial,Sul
4554,2023-06-25,Curitiba,Notebook Dell,3500.0,1,Cliente_3146,3500.0,Presencial,Sul
4564,2023-01-08,Curitiba,"Monitor 27""",1200.0,1,Cliente_2123,1200.0,Presencial,Sul
4569,2024-03-20,Curitiba,Cabo HDMI,40.0,1,Cliente_6882,40.0,Presencial,Sul
4575,2024-02-17,Curitiba,"Monitor 27""",1200.0,1,Cliente_15245,1200.0,Presencial,Sul
4604,2024-08-22,Curitiba,Cabo HDMI,40.0,1,Cliente_6158,40.0,Presencial,Sul
4608,2023-12-05,Curitiba,Teclado Mecânico,250.0,3,Cliente_11882,750.0,Presencial,Sul
4609,2024-12-26,Curitiba,Teclado Mecânico,250.0,1,Cliente_29332,250.0,Presencial,Sul
4612,2024-03-13,Curitiba,Cabo HDMI,40.0,2,Cliente_18643,80.0,Presencial,Sul
4626,2024-09-17,Curitiba,Cabo HDMI,40.0,1,Cliente_14230,40.0,Presencial,Sul
4627,2023-02-05,Curitiba,Smartphone Samsung,2200.0,1,Cliente_5023,2200.0,Presencial,Sul
4630,2023-10-08,Curitiba,Smartphone Samsung,2200.0,2,Cliente_25932,4400.0,Presencial,Sul
4643,2023-03-26,Curitiba,"Monitor 27""",1200.0,1,Cliente_15175,1200.0,Presencial,Sul
4647,2023-07-04,Curitiba,Cabo HDMI,40.0,1,Cliente_7246,40.0,Presencial,Sul
4659,2024-12-05,Curitiba,Mouse Gamer,120.0,1,Cliente_23005,120.0,Presencial,Sul
4702,2024-01-02,Curitiba,Smartphone Samsung,2200.0,1,Cliente_9771,2200.0,Presencial,Sul
4709,2024-03-29,Curitiba,iPhone 14,5500.0,1,Cliente_13714,5500.0,Presencial,Sul
4721,2024-05-31,Curitiba,Notebook Dell,3500.0,1,Cliente_13338,3500.0,Presencial,Sul
4754,2023-11-12,Curitiba,Teclado Mecânico,250.0,1,Cliente_2828,250.0,Presencial,Sul
4761,2024-10-02,Curitiba,Smartphone Samsung,2200.0,1,Cliente_17976,2200.0,Presencial,Sul
4774,2024-07-05,Curitiba,Smartphone Samsung,2200.0,2,Cliente_12792,4400.0,Presencial,Sul
4783,2024-10-16,Curitiba,Cabo HDMI,40.0,1,Cliente_3332,40.0,Presencial,Sul
4788,2023-02-09,Curitiba,"Monitor 27""",1200.0,2,Cliente_21649,2400.0,Presencial,Sul
4789,2024-12-27,Curitiba,Cabo HDMI,40.0,1,Cliente_22619,40.0,Presencial,Sul
4792,2024-12-25,Curitiba,Mouse Gamer,120.0,1,Cliente_11378,120.0,Presencial,Sul
4793,2024-07-17,Curitiba,iPhone 14,5500.0,1,Cliente_17232,5500.0,Presencial,Sul
4795,2024-05-03,Curitiba,"Monitor 27""",1200.0,3,Cliente_11964,3600.0,Presencial,Sul
4811,2023-07-17,Curitiba,"Monitor 27""",1200.0,1,Cliente_12019,1200.0,Presencial,Sul
4815,2023-08-07,Curitiba,iPhone 14,5500.0,1,Cliente_13560,5500.0,Presencial,Sul
4821,2024-04-30,Curitiba,iPhone 14,5500.0,2,Cliente_24934,11000.0,Presencial,Sul
4827,2023-11-12,Curitiba,Cabo HDMI,40.0,3,Cliente_5121,120.0,Presencial,Sul
4850,2024-11-17,Curitiba,Notebook HP,3200.0,1,Cliente_25572,3200.0,Presencial,Sul
4854,2023-01-21,Curitiba,"Monitor 27""",1200.0,1,Cliente_7746,1200.0,Presencial,Sul
4866,2024-11-26,Curitiba,"Monitor 27""",1200.0,1,Cliente_22264,1200.0,Presencial,Sul
4871,2023-05-03,Curitiba,iPhone 14,5500.0,1,Cliente_6903,5500.0,Presencial,Sul
4872,2023-07-12,Curitiba,Notebook Dell,3500.0,1,Cliente_14137,3500.0,Presencial,Sul
4883,2023-05-12,Curitiba,Notebook HP,3200.0,5,Cliente_7409,16000.0,Presencial,Sul
4885,2023-10-05,Curitiba,Teclado Mecânico,250.0,1,Cliente_22282,250.0,Presencial,Sul
4889,2023-05-26,Curitiba,Smartphone Samsung,2200.0,1,Cliente_17201,2200.0,Presencial,Sul
4894,2024-05-06,Curitiba,"Monitor 27""",1200.0,1,Cliente_3684,1200.0,Presencial,Sul
4903,2024-07-17,Curitiba,iPhone 14,5500.0,1,Cliente_18528,5500.0,Presencial,Sul
4908,2024-01-09,Curitiba,Notebook Dell,3500.0,1,Cliente_23634,3500.0,Presencial,Sul
4915,2024-08-12,Curitiba,Mouse Gamer,120.0,2,Cliente_4215,240.0,Presencial,Sul
4920,2023-12-25,Curitiba,"Monitor 27""",1200.0,1,Cliente_11745,1200.0,Presencial,Sul
4930,2023-09-01,Curitiba,Smartphone Samsung,2200.0,1,Cliente_3380,2200.0,Presencial,Sul
4931,2024-02-22,Curitiba,"Monitor 27""",1200.0,1,Cliente_5609,1200.0,Presencial,Sul
4937,2023-07-25,Curitiba,Notebook Dell,3500.0,1,Cliente_20625,3500.0,Presencial,Sul
4943,2023-04-08,Curitiba,Cabo HDMI,40.0,1,Cliente_29938,40.0,Presencial,Sul
4955,2024-05-08,Curitiba,Smartphone Samsung,2200.0,1,Cliente_9639,2200.0,Presencial,Sul
4968,2024-11-13,Curitiba,Smartphone Samsung,2200.0,1,Cliente_14424,2200.0,Presencial,Sul
4970,2024-12-20,Curitiba,Notebook HP,3200.0,1,Cliente_23206,3200.0,Presencial,Sul
4971,2024-11-26,Curitiba,Cabo HDMI,40.0,2,Cliente_14969,80.0,Presencial,Sul
4972,2024-10-08,Curitiba,iPhone 14,5500.0,1,Cliente_899,5500.0,Presencial,Sul
4976,2024-01-14,Curitiba,Teclado Mecânico,250.0,1,Cliente_1262,250.0,Presencial,Sul
4986,2023-05-17,Curitiba,Mouse Gamer,120.0,3,Cliente_1750,360.0,Presencial,Sul
4997,2024-02-24,Curitiba,Teclado Mecânico,250.0,1,Cliente_3145,250.0,Presencial,Sul
5002,2024-05-20,Curitiba,Mouse Gamer,120.0,1,Cliente_6913,120.0,Presencial,Sul
5004,2024-01-28,Curitiba,Mouse Gamer,120.0,1,Cliente_21254,120.0,Presencial,Sul
5010,2023-11-23,Curitiba,Mouse Gamer,120.0,1,Cliente_17893,120.0,Presencial,Sul
5015,2024-09-27,Curitiba,Notebook Dell,3500.0,1,Cliente_1290,3500.0,Presencial,Sul
5027,2024-02-13,Curitiba,"Monitor 27""",1200.0,1,Cliente_22933,1200.0,Presencial,Sul
5028,2023-08-20,Curitiba,Mouse Gamer,120.0,1,Cliente_20757,120.0,Presencial,Sul
5047,2023-05-14,Curitiba,Cabo HDMI,40.0,1,Cliente_18477,40.0,Presencial,Sul
5056,2024-04-21,Curitiba,Teclado Mecânico,250.0,2,Cliente_6240,500.0,Presencial,Sul
5064,2024-01-16,Curitiba,Cabo HDMI,40.0,2,Cliente_32,80.0,Presencial,Sul
5071,2024-11-17,Curitiba,Notebook Dell,3500.0,1,Cliente_23063,3500.0,Presencial,Sul
5079,2024-07-11,Curitiba,"Monitor 27""",1200.0,1,Cliente_24964,1200.0,Presencial,Sul
5080,2024-07-24,Curitiba,iPhone 14,5500.0,5,Cliente_19882,27500.0,Presencial,Sul
5081,2024-01-25,Curitiba,Cabo HDMI,40.0,1,Cliente_21688,40.0,Presencial,Sul
5084,2023-07-25,Curitiba,Notebook Dell,3500.0,1,Cliente_26630,3500.0,Presencial,Sul
5085,2023-12-13,Curitiba,iPhone 14,5500.0,1,Cliente_18025,5500.0,Presencial,Sul
5092,2023-03-03,Curitiba,Notebook HP,3200.0,2,Cliente_4168,6400.0,Presencial,Sul
5093,2023-01-14,Curitiba,Teclado Mecânico,250.0,2,Cliente_26684,500.0,Presencial,Sul
5094,2024-01-12,Curitiba,Teclado Mecânico,250.0,1,Cliente_11847,250.0,Presencial,Sul
5108,2024-12-09,Curitiba,Cabo HDMI,40.0,1,Cliente_24896,40.0,Presencial,Sul
5114,2023-11-30,Curitiba,Teclado Mecânico,250.0,1,Cliente_20842,250.0,Presencial,Sul
5117,2023-01-07,Curitiba,Cabo HDMI,40.0,1,Cliente_19393,40.0,Presencial,Sul
5124,2023-12-22,Curitiba,Teclado Mecânico,250.0,1,Cliente_28960,250.0,Presencial,Sul
5134,2023-01-17,Curitiba,Notebook HP,3200.0,1,Cliente_22160,3200.0,Presencial,Sul
5137,2024-06-30,Curitiba,Cabo HDMI,40.0,1,Cliente_8434,40.0,Presencial,Sul
5140,2024-08-19,Curitiba,Cabo HDMI,40.0,1,Cliente_6710,40.0,Presencial,Sul
5168,2023-03-08,Curitiba,Notebook HP,3200.0,1,Cliente_5891,3200.0,Presencial,Sul
5202,2024-12-16,Curitiba,Mouse Gamer,120.0,1,Cliente_18361,120.0,Presencial,Sul
5214,2023-04-09,Curitiba,Notebook HP,3200.0,1,Cliente_22833,3200.0,Presencial,Sul
5221,2023-07-07,Curitiba,Notebook HP,3200.0,1,Cliente_22304,3200.0,Presencial,Sul
5223,2023-03-01,Curitiba,Notebook Dell,3500.0,1,Cliente_10213,3500.0,Presencial,Sul
5224,2023-08-12,Curitiba,Teclado Mecânico,250.0,1,Cliente_20217,250.0,Presencial,Sul
5228,2024-07-22,Curitiba,Cabo HDMI,40.0,1,Cliente_22065,40.0,Presencial,Sul
5231,2023-08-30,Curitiba,Smartphone Samsung,2200.0,1,Cliente_2140,2200.0,Presencial,Sul
5242,2023-02-22,Curitiba,Notebook HP,3200.0,1,Cliente_20910,3200.0,Presencial,Sul
5243,2023-07-09,Curitiba,Mouse Gamer,120.0,1,Cliente_24948,120.0,Presencial,Sul
5254,2024-05-14,Curitiba,Notebook Dell,3500.0,1,Cliente_981,3500.0,Presencial,Sul
5256,2024-10-22,Curitiba,Mouse Gamer,120.0,1,Cliente_3198,120.0,Presencial,Sul
5266,2024-03-21,Curitiba,Mouse Gamer,120.0,1,Cliente_19099,120.0,Presencial,Sul
5269,2024-06-06,Curitiba,"Monitor 27""",1200.0,1,Cliente_5409,1200.0,Presencial,Sul
5271,2023-02-07,Curitiba,"Monitor 27""",1200.0,1,Cliente_8095,1200.0,Presencial,Sul
5281,2023-03-18,Curitiba,Teclado Mecânico,250.0,2,Cliente_4222,500.0,Presencial,Sul
5300,2024-02-28,Curitiba,Cabo HDMI,40.0,2,Cliente_12919,80.0,Presencial,Sul
5304,2023-07-23,Curitiba,Smartphone Samsung,2200.0,1,Cliente_13244,2200.0,Presencial,Sul
5316,2024-07-18,Curitiba,Notebook HP,3200.0,1,Cliente_27211,3200.0,Presencial,Sul
5324,2024-01-06,Curitiba,Teclado Mecânico,250.0,1,Cliente_24754,250.0,Presencial,Sul
5333,2024-03-06,Curitiba,Cabo HDMI,40.0,1,Cliente_29721,40.0,Presencial,Sul
5346,2023-01-28,Curitiba,Teclado Mecânico,250.0,2,Cliente_13173,500.0,Presencial,Sul
5351,2023-10-22,Curitiba,iPhone 14,5500.0,2,Cliente_1659,11000.0,Presencial,Sul
5364,2024-12-29,Curitiba,Notebook HP,3200.0,1,Cliente_6519,3200.0,Presencial,Sul
5367,2024-08-11,Curitiba,"Monitor 27""",1200.0,1,Cliente_19807,1200.0,Presencial,Sul
5386,2024-10-15,Curitiba,"Monitor 27""",1200.0,5,Cliente_25958,6000.0,Presencial,Sul
5406,2024-08-20,Curitiba,Teclado Mecânico,250.0,1,Cliente_4393,250.0,Presencial,Sul
5407,2024-09-24,Curitiba,"Monitor 27""",1200.0,1,Cliente_15806,1200.0,Presencial,Sul
5410,2024-11-07,Curitiba,Mouse Gamer,120.0,1,Cliente_14129,120.0,Presencial,Sul
5415,2024-07-22,Curitiba,Teclado Mecânico,250.0,1,Cliente_8759,250.0,Presencial,Sul
5445,2024-08-05,Curitiba,Notebook Dell,3500.0,1,Cliente_12011,3500.0,Presencial,Sul
5455,2023-07-16,Curitiba,Notebook Dell,3500.0,1,Cliente_20712,3500.0,Presencial,Sul
5458,2023-09-28,Curitiba,Notebook HP,3200.0,1,Cliente_6866,3200.0,Presencial,Sul
5460,2023-09-29,Curitiba,"Monitor 27""",1200.0,2,Cliente_6933,2400.0,Presencial,Sul
5467,2023-05-03,Curitiba,Notebook HP,3200.0,3,Cliente_9558,9600.0,Presencial,Sul
5477,2023-04-05,Curitiba,Mouse Gamer,120.0,1,Cliente_11464,120.0,Presencial,Sul
5485,2024-03-19,Curitiba,iPhone 14,5500.0,1,Cliente_21157,5500.0,Presencial,Sul
5487,2024-07-07,Curitiba,Notebook HP,3200.0,1,Cliente_26446,3200.0,Presencial,Sul
5491,2023-12-04,Curitiba,Notebook HP,3200.0,1,Cliente_2781,3200.0,Presencial,Sul
5498,2024-11-26,Curitiba,Cabo HDMI,40.0,1,Cliente_3951,40.0,Presencial,Sul
5499,2023-11-11,Curitiba,Cabo HDMI,40.0,1,Cliente_10755,40.0,Presencial,Sul
5503,2023-08-27,Curitiba,iPhone 14,5500.0,2,Cliente_29363,11000.0,Presencial,Sul
5511,2023-08-04,Curitiba,Cabo HDMI,40.0,1,Cliente_11999,40.0,Presencial,Sul
5514,2024-09-19,Curitiba,Notebook Dell,3500.0,5,Cliente_18769,17500.0,Presencial,Sul
5525,2023-04-28,Curitiba,iPhone 14,5500.0,1,Cliente_15259,5500.0,Presencial,Sul
5528,2023-04-04,Curitiba,Cabo HDMI,40.0,1,Cliente_24817,40.0,Presencial,Sul
5535,2023-07-31,Curitiba,Mouse Gamer,120.0,1,Cliente_21349,120.0,Presencial,Sul
5551,2023-07-28,Curitiba,"Monitor 27""",1200.0,1,Cliente_13165,1200.0,Presencial,Sul
5555,2023-01-10,Curitiba,Teclado Mecânico,250.0,1,Cliente_14466,250.0,Presencial,Sul
5568,2023-01-16,Curitiba,Notebook HP,3200.0,1,Cliente_3968,3200.0,Presencial,Sul
5571,2023-05-22,Curitiba,iPhone 14,5500.0,1,Cliente_12839,5500.0,Presencial,Sul
5577,2023-08-10,Curitiba,Smartphone Samsung,2200.0,1,Cliente_12257,2200.0,Presencial,Sul
5584,2023-10-10,Curitiba,Teclado Mecânico,250.0,1,Cliente_16279,250.0,Presencial,Sul
5588,2023-02-23,Curitiba,"Monitor 27""",1200.0,5,Cliente_3581,6000.0,Presencial,Sul
5598,2023-04-22,Curitiba,Teclado Mecânico,250.0,1,Cliente_4955,250.0,Presencial,Sul
5606,2023-05-28,Curitiba,Notebook Dell,3500.0,1,Cliente_22450,3500.0,Presencial,Sul
5610,2023-12-14,Curitiba,Cabo HDMI,40.0,1,Cliente_383,40.0,Presencial,Sul
5611,2023-05-05,Curitiba,Notebook HP,3200.0,2,Cliente_24894,6400.0,Presencial,Sul
5625,2023-03-11,Curitiba,Mouse Gamer,120.0,1,Cliente_3763,120.0,Presencial,Sul
5627,2023-05-03,Curitiba,Smartphone Samsung,2200.0,1,Cliente_7290,2200.0,Presencial,Sul
5632,2024-03-09,Curitiba,"Monitor 27""",1200.0,1,Cliente_19578,1200.0,Presencial,Sul
5637,2023-05-04,Curitiba,Notebook HP,3200.0,1,Cliente_24170,3200.0,Presencial,Sul
5642,2024-12-09,Curitiba,iPhone 14,5500.0,1,Cliente_7998,5500.0,Presencial,Sul
5663,2023-05-05,Curitiba,"Monitor 27""",1200.0,1,Cliente_8925,1200.0,Presencial,Sul
5685,2023-04-21,Curitiba,Smartphone Samsung,2200.0,1,Cliente_9665,2200.0,Presencial,Sul
5711,2023-04-19,Curitiba,Notebook HP,3200.0,1,Cliente_15443,3200.0,Presencial,Sul
5720,2023-10-23,Curitiba,Teclado Mecânico,250.0,2,Cliente_22352,500.0,Presencial,Sul
5721,2024-03-02,Curitiba,Notebook HP,3200.0,1,Cliente_16708,3200.0,Presencial,Sul
5722,2023-04-25,Curitiba,Cabo HDMI,40.0,5,Cliente_1807,200.0,Presencial,Sul
5723,2024-03-12,Curitiba,"Monitor 27""",1200.0,2,Cliente_14519,2400.0,Presencial,Sul
5724,2024-12-03,Curitiba,Notebook Dell,3500.0,1,Cliente_14602,3500.0,Presencial,Sul
5727,2023-01-11,Curitiba,"Monitor 27""",1200.0,1,Cliente_20368,1200.0,Presencial,Sul
5730,2023-10-15,Curitiba,Cabo HDMI,40.0,1,Cliente_2862,40.0,Presencial,Sul
5731,2024-10-21,Curitiba,Smartphone Samsung,2200.0,1,Cliente_10403,2200.0,Presencial,Sul
5744,2024-03-04,Curitiba,Notebook HP,3200.0,2,Cliente_6491,6400.0,Presencial,Sul
5751,2023-11-24,Curitiba,Notebook HP,3200.0,1,Cliente_13843,3200.0,Presencial,Sul
5759,2024-05-20,Curitiba,Notebook Dell,3500.0,1,Cliente_29564,3500.0,Presencial,Sul
5769,2024-07-05,Curitiba,iPhone 14,5500.0,1,Cliente_18935,5500.0,Presencial,Sul
5772,2024-07-08,Curitiba,Smartphone Samsung,2200.0,1,Cliente_3310,2200.0,Presencial,Sul
5775,2023-11-17,Curitiba,Smartphone Samsung,2200.0,1,Cliente_9182,2200.0,Presencial,Sul
5781,2023-03-27,Curitiba,"Monitor 27""",1200.0,1,Cliente_18029,1200.0,Presencial,Sul
5788,2024-12-11,Curitiba,iPhone 14,5500.0,1,Cliente_4745,5500.0,Presencial,Sul
5790,2023-07-07,Curitiba,Notebook HP,3200.0,2,Cliente_8682,6400.0,Presencial,Sul
5791,2024-08-10,Curitiba,Notebook Dell,3500.0,1,Cliente_7084,3500.0,Presencial,Sul
5792,2023-09-28,Curitiba,Notebook Dell,3500.0,2,Cliente_27275,7000.0,Presencial,Sul
5803,2023-05-21,Curitiba,Teclado Mecânico,250.0,1,Cliente_1598,250.0,Presencial,Sul
5805,2023-06-10,Curitiba,Notebook Dell,3500.0,1,Cliente_18064,3500.0,Presencial,Sul
5813,2023-10-31,Curitiba,Notebook HP,3200.0,1,Cliente_26414,3200.0,Presencial,Sul
5829,2024-08-29,Curitiba,Teclado Mecânico,250.0,1,Cliente_15361,250.0,Presencial,Sul
5833,2023-03-19,Curitiba,Mouse Gamer,120.0,1,Cliente_2280,120.0,Presencial,Sul
5836,2024-05-23,Curitiba,"Monitor 27""",1200.0,1,Cliente_18926,1200.0,Presencial,Sul
5840,2024-05-04,Curitiba,Teclado Mecânico,250.0,1,Cliente_10387,250.0,Presencial,Sul
5842,2024-04-03,Curitiba,"Monitor 27""",1200.0,1,Cliente_14540,1200.0,Presencial,Sul
5843,2024-08-04,Curitiba,Notebook Dell,3500.0,2,Cliente_18263,7000.0,Presencial,Sul
5857,2023-08-30,Curitiba,Cabo HDMI,40.0,2,Cliente_29828,80.0,Presencial,Sul
5861,2023-10-09,Curitiba,"Monitor 27""",1200.0,5,Cliente_5612,6000.0,Presencial,Sul
5862,2024-06-05,Curitiba,Cabo HDMI,40.0,1,Cliente_15930,40.0,Presencial,Sul
5870,2023-05-12,Curitiba,Cabo HDMI,40.0,1,Cliente_26957,40.0,Presencial,Sul
5880,2023-01-10,Curitiba,Teclado Mecânico,250.0,2,Cliente_25516,500.0,Presencial,Sul
5901,2024-07-14,Curitiba,Cabo HDMI,40.0,1,Cliente_10067,40.0,Presencial,Sul
5910,2024-07-25,Curitiba,Mouse Gamer,120.0,3,Cliente_17005,360.0,Presencial,Sul
5911,2024-05-22,Curitiba,Mouse Gamer,120.0,1,Cliente_17143,120.0,Presencial,Sul
5915,2023-06-02,Curitiba,Teclado Mecânico,250.0,1,Cliente_12124,250.0,Presencial,Sul
5929,2024-10-09,Curitiba,Smartphone Samsung,2200.0,1,Cliente_7177,2200.0,Presencial,Sul
5930,2024-02-20,Curitiba,Notebook Dell,3500.0,1,Cliente_4630,3500.0,Presencial,Sul
5931,2023-05-31,Curitiba,Mouse Gamer,120.0,1,Cliente_16427,120.0,Presencial,Sul
5937,2023-05-29,Curitiba,Mouse Gamer,120.0,1,Cliente_16430,120.0,Presencial,Sul
5948,2024-05-04,Curitiba,iPhone 14,5500.0,2,Cliente_24211,11000.0,Presencial,Sul
5951,2024-09-25,Curitiba,Smartphone Samsung,2200.0,1,Cliente_18756,2200.0,Presencial,Sul
5953,2023-12-27,Curitiba,iPhone 14,5500.0,1,Cliente_19440,5500.0,Presencial,Sul
5959,2023-10-22,Curitiba,Teclado Mecânico,250.0,1,Cliente_2026,250.0,Presencial,Sul
5967,2023-02-25,Curitiba,Smartphone Samsung,2200.0,1,Cliente_649,2200.0,Presencial,Sul
5973,2023-03-21,Curitiba,Smartphone Samsung,2200.0,1,Cliente_962,2200.0,Presencial,Sul
5997,2024-01-23,Curitiba,Mouse Gamer,120.0,3,Cliente_9693,360.0,Presencial,Sul
5999,2023-12-23,Curitiba,Cabo HDMI,40.0,1,Cliente_594,40.0,Presencial,Sul
6029,2024-07-22,Curitiba,Notebook Dell,3500.0,2,Cliente_22507,7000.0,Presencial,Sul
6033,2023-01-17,Curitiba,Notebook Dell,3500.0,1,Cliente_2833,3500.0,Presencial,Sul
6044,2024-08-29,Curitiba,Notebook Dell,3500.0,1,Cliente_15038,3500.0,Presencial,Sul
6053,2024-08-20,Curitiba,iPhone 14,5500.0,1,Cliente_9448,5500.0,Presencial,Sul
